No,Latitude,Longitude,Altitude,Date,Time
62,49.375149,-121.423606,62.6,2013/06/23,13:00:50
63,49.375071,-121.422834,62.6,2013/06/23,13:01:06
64,49.375012,-121.421984,63.1,2013/06/23,13:01:23
65,49.374939,-121.421150,64.1,2013/06/23,13:01:40
66,49.374875,-121.420297,64.1,2013/06/23,13:01:57
67,49.374786,-121.419219,64.5,2013/06/23,13:02:19
68,49.374713,-121.418331,65.0,2013/06/23,13:02:37
69,49.374637,-121.417455,65.5,2013/06/23,13:02:55
70,49.374577,-121.416749,66.5,2013/06/23,13:03:10
71,49.374523,-121.416119,67.4,2013/06/23,13:03:24
72,49.374446,-121.415482,69.3,2013/06/23,13:03:40
73,49.374350,-121.414945,70.8,2013/06/23,13:03:55
74,49.374235,-121.414479,72.2,2013/06/23,13:04:09
75,49.374108,-121.414034,73.7,2013/06/23,13:04:24
76,49.374042,-121.413808,74.6,2013/06/23,13:04:33
77,49.373976,-121.413631,75.6,2013/06/23,13:04:40
78,49.373737,-121.413167,78.0,2013/06/23,13:04:56
79,49.373497,-121.412711,80.4,2013/06/23,13:05:13
80,49.373268,-121.412289,83.3,2013/06/23,13:05:28
81,49.373038,-121.411842,85.7,2013/06/23,13:05:44
82,49.372827,-121.411421,87.6,2013/06/23,13:05:59
83,49.372751,-121.411257,88.1,2013/06/23,13:06:05
84,49.372598,-121.410945,90.0,2013/06/23,13:06:18
85,49.372369,-121.410544,92.4,2013/06/23,13:06:33
86,49.372179,-121.410212,94.3,2013/06/23,13:06:46
87,49.371969,-121.409829,96.3,2013/06/23,13:07:01
88,49.371715,-121.409385,98.2,2013/06/23,13:07:18
89,49.371482,-121.408930,100.6,2013/06/23,13:07:34
90,49.371318,-121.408755,102.0,2013/06/23,13:07:44
91,49.371203,-121.408709,102.5,2013/06/23,13:07:50
92,49.370936,-121.408576,104.0,2013/06/23,13:08:05
93,49.370692,-121.408456,105.4,2013/06/23,13:08:17
94,49.370395,-121.408290,106.8,2013/06/23,13:08:32
95,49.370156,-121.407939,109.3,2013/06/23,13:08:47
96,49.370053,-121.407526,110.7,2013/06/23,13:09:02
97,49.370036,-121.407106,112.1,2013/06/23,13:09:16
98,49.370010,-121.406602,114.5,2013/06/23,13:09:33
99,49.369987,-121.406110,116.5,2013/06/23,13:09:49
100,49.369932,-121.405733,118.9,2013/06/23,13:10:04
101,49.369839,-121.405309,120.8,2013/06/23,13:10:18
102,49.369685,-121.404781,123.2,2013/06/23,13:10:35
103,49.369524,-121.404277,125.6,2013/06/23,13:10:51
104,49.369383,-121.403894,128.0,2013/06/23,13:11:04
105,49.369135,-121.403375,130.9,2013/06/23,13:11:22
106,49.368889,-121.402917,133.8,2013/06/23,13:11:39
107,49.368651,-121.402475,136.2,2013/06/23,13:11:55
108,49.368416,-121.402023,139.5,2013/06/23,13:12:11
109,49.368263,-121.401721,140.5,2013/06/23,13:12:23
110,49.368078,-121.401338,142.9,2013/06/23,13:12:38
111,49.367908,-121.400927,144.8,2013/06/23,13:12:53
112,49.367728,-121.400483,147.7,2013/06/23,13:13:09
113,49.367631,-121.400122,149.1,2013/06/23,13:13:21
114,49.367494,-121.399604,151.1,2013/06/23,13:13:37
115,49.367384,-121.399210,153.0,2013/06/23,13:13:50
116,49.367233,-121.398638,155.4,2013/06/23,13:14:07
117,49.367113,-121.398140,156.8,2013/06/23,13:14:22
118,49.366997,-121.397574,158.3,2013/06/23,13:14:38
119,49.366862,-121.396937,160.7,2013/06/23,13:14:56
120,49.366753,-121.396401,162.6,2013/06/23,13:15:11
121,49.366666,-121.395975,163.6,2013/06/23,13:15:23
122,49.366557,-121.395430,165.5,2013/06/23,13:15:38
123,49.366426,-121.394795,167.4,2013/06/23,13:15:56
124,49.366316,-121.394230,169.3,2013/06/23,13:16:13
125,49.366228,-121.393715,171.7,2013/06/23,13:16:28
126,49.366151,-121.393199,174.1,2013/06/23,13:16:43
127,49.366095,-121.392632,176.1,2013/06/23,13:16:59
128,49.366051,-121.392088,178.9,2013/06/23,13:17:14
129,49.366011,-121.391495,180.9,2013/06/23,13:17:30
130,49.365982,-121.390900,183.3,2013/06/23,13:17:46
131,49.365966,-121.390315,185.7,2013/06/23,13:18:03
132,49.365945,-121.389736,188.1,2013/06/23,13:18:19
133,49.365925,-121.389221,190.0,2013/06/23,13:18:33
134,49.365894,-121.388486,192.9,2013/06/23,13:18:53
135,49.365869,-121.387788,195.3,2013/06/23,13:19:12
136,49.365844,-121.387132,197.2,2013/06/23,13:19:30
137,49.365800,-121.386533,199.1,2013/06/23,13:19:46
138,49.365732,-121.385932,200.1,2013/06/23,13:20:01
139,49.365641,-121.385382,201.5,2013/06/23,13:20:15
140,49.365523,-121.384875,203.0,2013/06/23,13:20:29
141,49.365360,-121.384272,203.9,2013/06/23,13:20:45
142,49.365191,-121.383738,205.4,2013/06/23,13:20:58
143,49.364989,-121.383092,206.3,2013/06/23,13:21:14
144,49.364796,-121.382490,207.8,2013/06/23,13:21:30
145,49.364635,-121.381973,208.7,2013/06/23,13:21:45
146,49.364507,-121.381559,210.7,2013/06/23,13:21:58
147,49.364329,-121.380986,212.6,2013/06/23,13:22:16
148,49.364182,-121.380517,214.5,2013/06/23,13:22:30
149,49.364019,-121.379979,216.4,2013/06/23,13:22:45
150,49.363855,-121.379380,218.4,2013/06/23,13:23:01
151,49.363724,-121.378854,220.3,2013/06/23,13:23:16
152,49.363575,-121.378344,222.2,2013/06/23,13:23:32
153,49.363575,-121.378339,221.7,2013/06/23,13:23:49
154,49.363577,-121.378328,222.2,2013/06/23,13:24:13
155,49.363575,-121.378284,222.2,2013/06/23,13:24:32
156,49.363577,-121.378284,222.7,2013/06/23,13:25:00
157,49.363567,-121.378174,223.2,2013/06/23,13:25:04
158,49.363458,-121.377576,223.6,2013/06/23,13:25:20
159,49.363451,-121.377543,225.1,2013/06/23,13:25:21
160,49.363333,-121.376946,226.1,2013/06/23,13:25:38
161,49.363219,-121.376347,228.0,2013/06/23,13:25:54
162,49.363102,-121.375754,229.4,2013/06/23,13:26:10
163,49.362957,-121.375047,231.3,2013/06/23,13:26:27
164,49.362823,-121.374254,233.7,2013/06/23,13:26:45
165,49.362732,-121.373768,234.7,2013/06/23,13:26:58
166,49.362641,-121.373118,235.7,2013/06/23,13:27:14
167,49.362554,-121.372286,235.7,2013/06/23,13:27:32
168,49.362489,-121.371633,237.1,2013/06/23,13:27:46
169,49.362428,-121.370945,237.6,2013/06/23,13:28:01
170,49.362317,-121.370072,238.1,2013/06/23,13:28:18
171,49.362226,-121.369338,239.0,2013/06/23,13:28:33
172,49.362083,-121.368343,239.5,2013/06/23,13:28:54
173,49.361969,-121.367537,240.5,2013/06/23,13:29:12
174,49.361873,-121.366775,241.4,2013/06/23,13:29:30
175,49.361791,-121.366005,242.9,2013/06/23,13:29:48
176,49.361725,-121.365344,245.3,2013/06/23,13:30:05
177,49.361668,-121.364677,247.7,2013/06/23,13:30:23
178,49.361633,-121.364170,249.6,2013/06/23,13:30:38
179,49.361617,-121.363765,250.6,2013/06/23,13:30:51
180,49.361592,-121.363213,253.0,2013/06/23,13:31:06
181,49.361573,-121.362634,254.9,2013/06/23,13:31:21
182,49.361564,-121.362030,256.8,2013/06/23,13:31:37
183,49.361551,-121.361438,258.7,2013/06/23,13:31:53
184,49.361580,-121.360845,260.6,2013/06/23,13:32:07
185,49.361643,-121.360179,262.1,2013/06/23,13:32:23
186,49.361748,-121.359545,263.1,2013/06/23,13:32:38
187,49.361937,-121.358794,263.5,2013/06/23,13:32:55
188,49.362135,-121.358152,264.5,2013/06/23,13:33:11
189,49.362326,-121.357524,265.5,2013/06/23,13:33:26
190,49.362571,-121.356729,266.4,2013/06/23,13:33:44
191,49.362731,-121.356178,268.4,2013/06/23,13:33:59
192,49.362862,-121.355671,270.8,2013/06/23,13:34:15
193,49.362982,-121.355159,273.1,2013/06/23,13:34:31
194,49.363090,-121.354574,276.5,2013/06/23,13:34:48
195,49.363202,-121.353975,278.9,2013/06/23,13:35:05
196,49.363298,-121.353254,281.8,2013/06/23,13:35:25
197,49.363345,-121.352707,283.7,2013/06/23,13:35:40
198,49.363423,-121.351896,286.1,2013/06/23,13:36:00
199,49.363483,-121.351231,287.6,2013/06/23,13:36:15
200,49.363548,-121.350415,288.1,2013/06/23,13:36:32
201,49.363605,-121.349656,288.5,2013/06/23,13:36:47
202,49.363603,-121.348811,287.6,2013/06/23,13:37:02
203,49.363584,-121.348369,287.6,2013/06/23,13:37:09
204,49.363523,-121.347886,287.1,2013/06/23,13:37:17
205,49.363265,-121.346688,284.7,2013/06/23,13:37:33
206,49.362845,-121.345585,281.3,2013/06/23,13:37:46
207,49.362459,-121.344874,278.9,2013/06/23,13:37:56
208,49.361987,-121.344143,275.1,2013/06/23,13:38:08
209,49.361854,-121.343947,273.6,2013/06/23,13:38:11
210,49.361578,-121.343550,271.2,2013/06/23,13:38:17
211,49.361048,-121.342747,268.8,2013/06/23,13:38:31
212,49.360569,-121.341875,266.9,2013/06/23,13:38:45
213,49.360194,-121.341113,266.4,2013/06/23,13:38:58
214,49.359925,-121.340531,266.9,2013/06/23,13:39:12
215,49.359667,-121.340046,267.9,2013/06/23,13:39:26
216,49.359594,-121.339918,268.8,2013/06/23,13:39:30
217,49.359370,-121.339459,269.3,2013/06/23,13:39:44
218,49.359112,-121.338952,271.2,2013/06/23,13:39:59
219,49.358775,-121.338291,272.2,2013/06/23,13:40:18
220,49.358531,-121.337832,273.6,2013/06/23,13:40:33
221,49.358233,-121.337243,275.1,2013/06/23,13:40:51
222,49.357851,-121.336583,277.0,2013/06/23,13:41:11
223,49.357481,-121.335971,278.9,2013/06/23,13:41:30
224,49.357211,-121.335583,279.9,2013/06/23,13:41:44
225,49.356911,-121.335159,281.3,2013/06/23,13:41:58
226,49.356518,-121.334622,283.3,2013/06/23,13:42:13
227,49.356163,-121.334109,285.2,2013/06/23,13:42:29
228,49.355809,-121.333605,286.6,2013/06/23,13:42:46
229,49.355421,-121.333072,289.0,2013/06/23,13:43:03
230,49.355148,-121.332671,290.5,2013/06/23,13:43:16
231,49.354871,-121.332220,292.4,2013/06/23,13:43:30
232,49.354569,-121.331748,293.3,2013/06/23,13:43:44
233,49.354219,-121.331118,294.8,2013/06/23,13:44:01
234,49.353954,-121.330633,295.3,2013/06/23,13:44:15
235,49.353801,-121.330344,295.7,2013/06/23,13:44:25
236,49.353801,-121.330344,295.7,2013/06/23,13:44:44
237,49.353802,-121.330344,295.7,2013/06/23,13:45:11
238,49.353802,-121.330344,296.2,2013/06/23,13:45:31
239,49.353802,-121.330333,295.7,2013/06/23,13:45:57
240,49.353802,-121.330333,295.7,2013/06/23,13:46:20
241,49.353801,-121.330327,296.2,2013/06/23,13:46:48
242,49.353801,-121.330322,296.2,2013/06/23,13:47:06
243,49.353801,-121.330322,296.2,2013/06/23,13:47:16
244,49.353792,-121.330303,295.7,2013/06/23,13:47:17
245,49.353782,-121.330282,295.7,2013/06/23,13:47:18
246,49.353771,-121.330257,295.7,2013/06/23,13:47:19
247,49.353758,-121.330226,295.7,2013/06/23,13:47:20
248,49.353541,-121.329771,296.7,2013/06/23,13:47:32
249,49.353278,-121.329152,297.2,2013/06/23,13:47:46
250,49.353066,-121.328631,297.7,2013/06/23,13:47:56
251,49.352834,-121.328009,298.6,2013/06/23,13:48:10
252,49.352623,-121.327464,300.1,2013/06/23,13:48:24
253,49.352425,-121.326967,301.0,2013/06/23,13:48:38
254,49.352221,-121.326455,302.5,2013/06/23,13:48:53
255,49.352044,-121.326002,303.9,2013/06/23,13:49:07
256,49.351852,-121.325503,304.9,2013/06/23,13:49:23
257,49.351682,-121.325095,306.3,2013/06/23,13:49:36
258,49.351486,-121.324594,308.2,2013/06/23,13:49:51
259,49.351314,-121.324164,309.7,2013/06/23,13:50:05
260,49.351179,-121.323811,311.1,2013/06/23,13:50:17
261,49.350972,-121.323298,312.6,2013/06/23,13:50:33
262,49.350760,-121.322770,314.5,2013/06/23,13:50:49
263,49.350563,-121.322288,315.9,2013/06/23,13:51:02
264,49.350332,-121.321784,317.4,2013/06/23,13:51:16
265,49.350113,-121.321350,318.8,2013/06/23,13:51:30
266,49.349849,-121.320849,320.7,2013/06/23,13:51:45
267,49.349580,-121.320401,322.7,2013/06/23,13:52:00
268,49.349302,-121.319995,324.6,2013/06/23,13:52:15
269,49.349005,-121.319589,327.0,2013/06/23,13:52:30
270,49.348651,-121.319130,328.9,2013/06/23,13:52:47
271,49.348347,-121.318752,330.4,2013/06/23,13:53:01
272,49.347959,-121.318268,332.3,2013/06/23,13:53:17
273,49.347611,-121.317824,333.7,2013/06/23,13:53:31
274,49.347201,-121.317303,334.7,2013/06/23,13:53:48
275,49.346946,-121.316993,335.6,2013/06/23,13:54:01
276,49.346903,-121.316961,336.1,2013/06/23,13:54:13
277,49.346903,-121.316961,336.1,2013/06/23,13:54:34
278,49.346905,-121.316963,336.6,2013/06/23,13:55:05
279,49.346907,-121.316960,336.6,2013/06/23,13:55:36
280,49.346907,-121.316960,336.1,2013/06/23,13:56:03
281,49.346906,-121.316957,336.6,2013/06/23,13:56:35
282,49.346899,-121.316936,336.1,2013/06/23,13:56:53
283,49.346891,-121.316913,336.6,2013/06/23,13:56:54
284,49.346878,-121.316893,336.6,2013/06/23,13:56:55
285,49.346856,-121.316875,336.6,2013/06/23,13:56:56
286,49.346835,-121.316854,337.1,2013/06/23,13:56:57
287,49.346814,-121.316824,336.6,2013/06/23,13:56:58
288,49.346456,-121.316352,337.6,2013/06/23,13:57:13
289,49.346127,-121.315928,338.0,2013/06/23,13:57:26
290,49.345685,-121.315393,338.5,2013/06/23,13:57:41
291,49.345135,-121.314699,339.5,2013/06/23,13:57:59
292,49.344601,-121.314047,340.4,2013/06/23,13:58:16
293,49.344171,-121.313477,341.4,2013/06/23,13:58:32
294,49.343842,-121.313005,341.9,2013/06/23,13:58:45
295,49.343504,-121.312438,343.3,2013/06/23,13:59:00
296,49.343127,-121.311726,344.8,2013/06/23,13:59:18
297,49.342797,-121.311012,346.7,2013/06/23,13:59:35
298,49.342535,-121.310385,347.6,2013/06/23,13:59:50
299,49.342260,-121.309836,349.1,2013/06/23,14:00:04
300,49.342018,-121.309332,350.1,2013/06/23,14:00:16
301,49.341774,-121.308715,351.0,2013/06/23,14:00:30
302,49.341531,-121.308063,352.5,2013/06/23,14:00:46
303,49.341359,-121.307439,354.4,2013/06/23,14:01:01
304,49.341178,-121.306928,355.8,2013/06/23,14:01:15
305,49.340887,-121.306154,358.2,2013/06/23,14:01:34
306,49.340641,-121.305516,360.6,2013/06/23,14:01:52
307,49.340568,-121.305333,361.1,2013/06/23,14:01:58
308,49.340553,-121.305304,361.6,2013/06/23,14:01:59
309,49.340539,-121.305272,362.1,2013/06/23,14:02:00
310,49.340527,-121.305243,362.1,2013/06/23,14:02:01
311,49.340516,-121.305211,362.6,2013/06/23,14:02:02
312,49.340321,-121.304724,365.0,2013/06/23,14:02:18
313,49.340125,-121.304224,367.8,2013/06/23,14:02:34
314,49.339971,-121.303852,369.8,2013/06/23,14:02:47
315,49.339775,-121.303365,372.6,2013/06/23,14:03:03
316,49.339603,-121.302945,374.6,2013/06/23,14:03:18
317,49.339452,-121.302608,376.5,2013/06/23,14:03:31
318,49.339188,-121.302157,379.4,2013/06/23,14:03:49
319,49.338952,-121.301736,382.3,2013/06/23,14:04:05
320,49.338695,-121.301366,385.1,2013/06/23,14:04:21
321,49.338424,-121.301016,388.0,2013/06/23,14:04:36
322,49.338122,-121.300688,390.4,2013/06/23,14:04:51
323,49.337872,-121.300443,393.8,2013/06/23,14:05:03
324,49.337562,-121.300174,396.2,2013/06/23,14:05:19
325,49.337320,-121.299943,398.6,2013/06/23,14:05:33
326,49.337071,-121.299689,401.0,2013/06/23,14:05:47
327,49.336768,-121.299372,403.9,2013/06/23,14:06:03
328,49.336489,-121.299025,406.8,2013/06/23,14:06:18
329,49.336249,-121.298733,409.2,2013/06/23,14:06:33
330,49.335994,-121.298375,411.6,2013/06/23,14:06:48
331,49.335765,-121.298058,413.5,2013/06/23,14:07:02
332,49.335456,-121.297657,416.4,2013/06/23,14:07:19
333,49.335153,-121.297297,419.3,2013/06/23,14:07:36
334,49.334840,-121.297020,421.7,2013/06/23,14:07:52
335,49.334599,-121.296826,424.6,2013/06/23,14:08:04
336,49.334382,-121.296643,426.0,2013/06/23,14:08:15
337,49.334116,-121.296471,428.4,2013/06/23,14:08:28
338,49.333928,-121.296382,430.8,2013/06/23,14:08:36
339,49.333670,-121.296205,433.2,2013/06/23,14:08:49
340,49.333400,-121.296020,435.6,2013/06/23,14:09:02
341,49.333320,-121.295960,436.1,2013/06/23,14:09:06
342,49.333308,-121.295945,436.1,2013/06/23,14:09:07
343,49.333290,-121.295933,436.6,2013/06/23,14:09:08
344,49.333273,-121.295922,437.1,2013/06/23,14:09:09
345,49.333260,-121.295906,437.1,2013/06/23,14:09:10
346,49.333246,-121.295891,437.1,2013/06/23,14:09:11
347,49.333227,-121.295879,437.5,2013/06/23,14:09:12
348,49.333205,-121.295868,437.5,2013/06/23,14:09:13
349,49.332933,-121.295644,439.5,2013/06/23,14:09:27
350,49.332689,-121.295435,442.3,2013/06/23,14:09:40
351,49.332375,-121.295141,444.8,2013/06/23,14:09:55
352,49.332111,-121.294906,447.1,2013/06/23,14:10:07
353,49.331900,-121.294691,448.6,2013/06/23,14:10:19
354,49.331702,-121.294478,450.5,2013/06/23,14:10:30
355,49.331415,-121.294134,452.9,2013/06/23,14:10:45
356,49.331177,-121.293853,454.8,2013/06/23,14:10:58
357,49.330935,-121.293590,457.2,2013/06/23,14:11:11
358,49.330710,-121.293347,459.2,2013/06/23,14:11:23
359,49.330635,-121.293268,460.6,2013/06/23,14:11:27
360,49.330323,-121.292947,463.0,2013/06/23,14:11:42
361,49.330065,-121.292700,465.9,2013/06/23,14:11:54
362,49.330053,-121.292674,465.4,2013/06/23,14:11:55
363,49.330041,-121.292645,465.9,2013/06/23,14:11:56
364,49.330027,-121.292620,466.4,2013/06/23,14:11:57
365,49.330021,-121.292606,466.4,2013/06/23,14:11:58
366,49.329757,-121.292206,469.3,2013/06/23,14:12:13
367,49.329637,-121.292062,470.7,2013/06/23,14:12:19
368,49.329566,-121.292010,471.2,2013/06/23,14:12:22
369,49.329504,-121.291884,472.1,2013/06/23,14:12:26
370,49.329207,-121.291607,474.1,2013/06/23,14:12:39
371,49.328931,-121.291271,476.5,2013/06/23,14:12:53
372,49.328727,-121.291061,478.4,2013/06/23,14:13:06
373,49.328722,-121.291064,478.4,2013/06/23,14:13:24
374,49.328722,-121.291061,478.4,2013/06/23,14:13:50
375,49.328722,-121.291061,477.9,2013/06/23,14:14:14
376,49.328720,-121.291060,478.4,2013/06/23,14:14:41
377,49.328720,-121.291060,478.4,2013/06/23,14:14:59
378,49.328713,-121.291060,478.4,2013/06/23,14:15:26
379,49.328711,-121.291060,478.4,2013/06/23,14:15:48
380,49.328711,-121.291060,479.4,2013/06/23,14:16:12
381,49.328709,-121.291058,478.9,2013/06/23,14:16:35
382,49.328709,-121.291058,478.4,2013/06/23,14:17:06
383,49.328687,-121.291042,479.4,2013/06/23,14:17:31
384,49.328677,-121.291037,479.4,2013/06/23,14:17:51
385,49.328677,-121.291037,479.4,2013/06/23,14:18:11
386,49.328677,-121.291031,479.4,2013/06/23,14:18:29
387,49.328657,-121.291011,479.8,2013/06/23,14:18:43
388,49.328657,-121.291011,480.3,2013/06/23,14:19:09
389,49.328655,-121.291009,479.8,2013/06/23,14:19:34
390,49.328648,-121.290971,479.8,2013/06/23,14:19:50
391,49.328632,-121.290955,479.8,2013/06/23,14:19:51
392,49.328610,-121.290940,480.3,2013/06/23,14:19:52
393,49.328587,-121.290921,479.8,2013/06/23,14:19:53
394,49.328564,-121.290895,479.8,2013/06/23,14:19:54
395,49.328544,-121.290870,480.8,2013/06/23,14:19:55
396,49.328528,-121.290846,480.8,2013/06/23,14:19:56
397,49.328320,-121.290586,482.7,2013/06/23,14:20:10
398,49.328128,-121.290389,484.6,2013/06/23,14:20:24
399,49.327923,-121.290142,487.1,2013/06/23,14:20:40
400,49.327703,-121.289879,488.5,2013/06/23,14:20:57
401,49.327535,-121.289694,490.4,2013/06/23,14:21:10
402,49.327326,-121.289481,491.9,2013/06/23,14:21:25
403,49.327097,-121.289283,493.8,2013/06/23,14:21:41
404,49.326885,-121.289140,496.2,2013/06/23,14:21:55
405,49.326857,-121.289120,496.2,2013/06/23,14:21:57
406,49.326843,-121.289111,496.2,2013/06/23,14:21:58
407,49.326829,-121.289108,496.2,2013/06/23,14:21:59
408,49.326813,-121.289106,496.7,2013/06/23,14:22:00
409,49.326799,-121.289099,496.2,2013/06/23,14:22:01
410,49.326784,-121.289092,496.7,2013/06/23,14:22:02
411,49.326486,-121.288972,498.6,2013/06/23,14:22:21
412,49.326212,-121.288870,501.5,2013/06/23,14:22:40
413,49.325906,-121.288788,503.9,2013/06/23,14:22:58
414,49.325546,-121.288738,507.2,2013/06/23,14:23:16
415,49.325227,-121.288681,509.6,2013/06/23,14:23:31
416,49.324877,-121.288611,512.5,2013/06/23,14:23:46
417,49.324461,-121.288480,516.4,2013/06/23,14:24:03
418,49.324067,-121.288276,519.3,2013/06/23,14:24:19
419,49.323777,-121.288028,521.2,2013/06/23,14:24:33
420,49.323430,-121.287698,525.0,2013/06/23,14:24:48
421,49.323125,-121.287329,527.4,2013/06/23,14:25:03
422,49.322837,-121.286849,530.8,2013/06/23,14:25:18
423,49.322561,-121.286267,534.1,2013/06/23,14:25:33
424,49.322363,-121.285667,537.0,2013/06/23,14:25:48
425,49.322199,-121.285062,540.4,2013/06/23,14:26:03
426,49.322104,-121.284620,542.8,2013/06/23,14:26:14
427,49.321965,-121.283998,546.2,2013/06/23,14:26:29
428,49.321828,-121.283441,548.1,2013/06/23,14:26:42
429,49.321615,-121.282867,551.5,2013/06/23,14:26:56
430,49.321391,-121.282360,554.3,2013/06/23,14:27:10
431,49.321164,-121.281891,557.7,2013/06/23,14:27:25
432,49.320914,-121.281400,560.6,2013/06/23,14:27:41
433,49.320699,-121.280986,563.0,2013/06/23,14:27:54
434,49.320390,-121.280415,565.4,2013/06/23,14:28:12
435,49.320117,-121.279900,568.3,2013/06/23,14:28:28
436,49.319805,-121.279325,571.2,2013/06/23,14:28:46
437,49.319554,-121.278957,573.1,2013/06/23,14:29:00
438,49.319538,-121.278927,573.1,2013/06/23,14:29:02
439,49.319531,-121.278912,574.0,2013/06/23,14:29:14
440,49.319531,-121.278912,574.0,2013/06/23,14:29:41
441,49.319531,-121.278909,573.6,2013/06/23,14:30:11
442,49.319531,-121.278907,573.6,2013/06/23,14:30:34
443,49.319532,-121.278900,573.6,2013/06/23,14:31:07
444,49.319515,-121.278890,573.6,2013/06/23,14:31:20
445,49.319488,-121.278864,573.6,2013/06/23,14:31:35
446,49.319488,-121.278864,574.0,2013/06/23,14:31:58
447,49.319488,-121.278867,574.0,2013/06/23,14:32:20
448,49.319488,-121.278867,574.0,2013/06/23,14:32:44
449,49.319488,-121.278863,574.0,2013/06/23,14:33:11
450,49.319488,-121.278864,574.0,2013/06/23,14:33:40
451,49.319485,-121.278859,574.0,2013/06/23,14:34:11
452,49.319485,-121.278859,574.0,2013/06/23,14:34:35
453,49.319475,-121.278855,574.5,2013/06/23,14:34:59
454,49.319466,-121.278835,575.0,2013/06/23,14:35:00
455,49.319455,-121.278823,575.0,2013/06/23,14:35:01
456,49.319443,-121.278814,575.0,2013/06/23,14:35:02
457,49.319432,-121.278801,575.0,2013/06/23,14:35:03
458,49.319423,-121.278783,574.5,2013/06/23,14:35:04
459,49.319415,-121.278767,575.0,2013/06/23,14:35:05
460,49.319369,-121.278706,575.5,2013/06/23,14:35:10
461,49.319355,-121.278696,575.5,2013/06/23,14:35:11
462,49.319340,-121.278682,575.5,2013/06/23,14:35:12
463,49.319324,-121.278663,576.0,2013/06/23,14:35:13
464,49.319308,-121.278640,575.5,2013/06/23,14:35:14
465,49.319295,-121.278614,576.0,2013/06/23,14:35:15
