No,Latitude,Longitude,Altitude,Date,Time
39,48.141775,-94.510363,368.8,2013/07/27,10:06:47
40,48.140695,-94.510360,369.3,2013/07/27,10:07:05
41,48.139745,-94.510334,368.8,2013/07/27,10:07:21
42,48.138657,-94.510343,368.3,2013/07/27,10:07:39
43,48.137891,-94.510343,368.8,2013/07/27,10:07:52
44,48.136904,-94.510334,368.8,2013/07/27,10:08:09
45,48.135790,-94.510326,368.8,2013/07/27,10:08:27
46,48.134781,-94.510339,368.8,2013/07/27,10:08:43
47,48.133439,-94.510339,368.3,2013/07/27,10:09:04
48,48.132126,-94.510332,368.3,2013/07/27,10:09:25
49,48.130709,-94.510330,368.3,2013/07/27,10:09:47
50,48.129324,-94.510319,368.3,2013/07/27,10:10:09
51,48.128087,-94.510314,368.8,2013/07/27,10:10:29
52,48.128026,-94.510315,368.8,2013/07/27,10:10:30
53,48.126863,-94.510309,368.8,2013/07/27,10:10:49
54,48.125734,-94.510297,368.8,2013/07/27,10:11:08
55,48.124514,-94.510294,368.8,2013/07/27,10:11:27
56,48.123375,-94.510280,369.3,2013/07/27,10:11:45
57,48.122321,-94.510284,369.8,2013/07/27,10:12:02
58,48.122259,-94.510278,369.8,2013/07/27,10:12:03
59,48.121304,-94.510282,369.8,2013/07/27,10:12:19
60,48.120378,-94.510269,370.2,2013/07/27,10:12:35
61,48.119261,-94.510265,370.2,2013/07/27,10:12:53
62,48.118162,-94.510254,370.7,2013/07/27,10:13:11
63,48.117244,-94.510248,371.2,2013/07/27,10:13:27
64,48.116628,-94.510251,371.7,2013/07/27,10:13:38
65,48.115743,-94.510244,372.2,2013/07/27,10:13:54
66,48.114729,-94.510246,373.1,2013/07/27,10:14:12
67,48.113737,-94.510244,373.6,2013/07/27,10:14:30
68,48.112817,-94.510233,375.1,2013/07/27,10:14:47
69,48.112003,-94.510225,375.1,2013/07/27,10:15:02
70,48.111137,-94.510221,375.1,2013/07/27,10:15:18
71,48.109972,-94.510201,375.1,2013/07/27,10:15:38
72,48.109102,-94.510201,375.1,2013/07/27,10:15:53
73,48.108065,-94.510194,375.1,2013/07/27,10:16:11
74,48.107142,-94.510186,375.5,2013/07/27,10:16:27
75,48.106024,-94.510201,376.0,2013/07/27,10:16:46
76,48.104906,-94.510196,376.0,2013/07/27,10:17:04
77,48.104557,-94.510178,375.5,2013/07/27,10:17:10
78,48.103504,-94.510177,376.0,2013/07/27,10:17:28
79,48.102409,-94.510168,375.5,2013/07/27,10:17:47
80,48.101253,-94.510182,375.1,2013/07/27,10:18:06
81,48.100009,-94.510126,375.5,2013/07/27,10:18:26
82,48.098856,-94.509947,375.1,2013/07/27,10:18:44
83,48.097985,-94.509729,375.1,2013/07/27,10:18:58
84,48.096639,-94.509229,374.1,2013/07/27,10:19:19
85,48.095575,-94.508696,374.1,2013/07/27,10:19:36
86,48.094657,-94.508139,374.1,2013/07/27,10:19:51
87,48.093467,-94.507361,374.1,2013/07/27,10:20:11
88,48.092489,-94.506706,374.6,2013/07/27,10:20:28
89,48.091457,-94.506011,374.1,2013/07/27,10:20:47
90,48.090484,-94.505395,374.1,2013/07/27,10:21:05
91,48.089952,-94.505044,374.1,2013/07/27,10:21:14
92,48.088871,-94.504337,374.6,2013/07/27,10:21:33
93,48.087893,-94.503690,374.6,2013/07/27,10:21:51
94,48.086950,-94.503081,375.1,2013/07/27,10:22:08
95,48.085977,-94.502442,375.5,2013/07/27,10:22:25
96,48.085086,-94.501851,376.0,2013/07/27,10:22:41
97,48.084067,-94.501186,376.5,2013/07/27,10:22:59
98,48.083003,-94.500490,376.0,2013/07/27,10:23:18
99,48.082142,-94.499914,376.0,2013/07/27,10:23:34
100,48.081348,-94.499402,376.5,2013/07/27,10:23:49
101,48.080524,-94.498848,376.5,2013/07/27,10:24:05
102,48.079727,-94.498334,376.0,2013/07/27,10:24:20
103,48.078721,-94.497680,376.5,2013/07/27,10:24:39
104,48.077826,-94.497090,376.5,2013/07/27,10:24:54
105,48.076798,-94.496413,377.0,2013/07/27,10:25:12
106,48.075929,-94.495866,377.0,2013/07/27,10:25:28
107,48.075076,-94.495310,377.9,2013/07/27,10:25:45
108,48.074143,-94.494701,378.4,2013/07/27,10:26:04
109,48.073317,-94.494160,378.9,2013/07/27,10:26:21
110,48.072341,-94.493529,379.4,2013/07/27,10:26:40
111,48.071407,-94.492918,379.9,2013/07/27,10:26:57
112,48.070486,-94.492319,380.3,2013/07/27,10:27:15
113,48.070273,-94.492181,380.8,2013/07/27,10:27:19
114,48.069316,-94.491552,381.8,2013/07/27,10:27:38
115,48.068310,-94.490899,382.3,2013/07/27,10:27:57
116,48.067496,-94.490356,382.3,2013/07/27,10:28:13
117,48.066507,-94.489732,382.3,2013/07/27,10:28:30
118,48.065354,-94.488983,381.8,2013/07/27,10:28:49
119,48.064342,-94.488316,381.8,2013/07/27,10:29:06
120,48.063240,-94.487595,380.8,2013/07/27,10:29:25
121,48.062271,-94.486971,381.3,2013/07/27,10:29:43
122,48.061333,-94.486281,380.8,2013/07/27,10:30:01
123,48.060238,-94.485328,380.8,2013/07/27,10:30:23
124,48.059396,-94.484484,380.8,2013/07/27,10:30:40
125,48.058657,-94.483629,381.3,2013/07/27,10:30:56
126,48.057878,-94.482695,381.8,2013/07/27,10:31:12
127,48.057194,-94.481867,381.8,2013/07/27,10:31:27
128,48.056502,-94.481016,382.3,2013/07/27,10:31:43
129,48.055722,-94.480077,382.3,2013/07/27,10:32:00
130,48.055001,-94.479208,381.8,2013/07/27,10:32:15
131,48.054302,-94.478333,382.3,2013/07/27,10:32:30
132,48.053607,-94.477481,382.3,2013/07/27,10:32:45
133,48.052841,-94.476550,382.7,2013/07/27,10:33:01
134,48.052001,-94.475525,383.2,2013/07/27,10:33:19
135,48.051405,-94.474789,383.2,2013/07/27,10:33:32
136,48.050686,-94.473935,382.7,2013/07/27,10:33:48
137,48.049982,-94.473083,383.2,2013/07/27,10:34:03
138,48.049803,-94.472862,383.2,2013/07/27,10:34:07
139,48.049021,-94.471936,383.7,2013/07/27,10:34:22
140,48.048164,-94.470895,383.7,2013/07/27,10:34:38
141,48.047320,-94.469850,383.7,2013/07/27,10:34:56
142,48.046517,-94.468880,384.2,2013/07/27,10:35:13
143,48.045725,-94.467926,384.2,2013/07/27,10:35:30
144,48.044885,-94.466894,384.7,2013/07/27,10:35:48
145,48.044035,-94.465855,384.7,2013/07/27,10:36:06
146,48.043226,-94.464868,384.7,2013/07/27,10:36:23
147,48.042394,-94.463865,384.7,2013/07/27,10:36:41
148,48.041613,-94.462921,384.7,2013/07/27,10:36:58
149,48.040887,-94.462040,385.1,2013/07/27,10:37:14
150,48.040092,-94.461080,385.6,2013/07/27,10:37:32
151,48.039382,-94.460228,385.6,2013/07/27,10:37:48
152,48.038511,-94.459156,385.1,2013/07/27,10:38:07
153,48.037678,-94.458152,386.1,2013/07/27,10:38:25
154,48.037119,-94.457471,385.6,2013/07/27,10:38:37
155,48.036309,-94.456472,386.1,2013/07/27,10:38:54
156,48.035495,-94.455489,386.6,2013/07/27,10:39:12
157,48.034696,-94.454572,386.6,2013/07/27,10:39:29
158,48.033779,-94.453681,387.6,2013/07/27,10:39:48
159,48.033486,-94.453416,388.5,2013/07/27,10:39:54
160,48.033141,-94.453133,387.1,2013/07/27,10:40:01
161,48.032338,-94.452523,387.6,2013/07/27,10:40:17
162,48.031857,-94.452196,388.0,2013/07/27,10:40:26
163,48.031017,-94.451709,388.5,2013/07/27,10:40:42
164,48.030192,-94.451305,389.0,2013/07/27,10:40:58
165,48.029223,-94.450906,388.0,2013/07/27,10:41:15
166,48.028212,-94.450640,388.0,2013/07/27,10:41:31
167,48.027186,-94.450438,388.5,2013/07/27,10:41:47
168,48.026184,-94.450333,388.5,2013/07/27,10:42:03
169,48.025053,-94.450321,388.0,2013/07/27,10:42:21
170,48.023832,-94.450313,388.5,2013/07/27,10:42:40
171,48.022689,-94.450311,389.0,2013/07/27,10:42:58
172,48.021727,-94.450302,389.0,2013/07/27,10:43:14
173,48.020524,-94.450303,389.0,2013/07/27,10:43:34
174,48.019581,-94.450287,389.0,2013/07/27,10:43:50
175,48.018631,-94.450270,389.0,2013/07/27,10:44:07
176,48.017779,-94.450279,389.5,2013/07/27,10:44:22
177,48.016898,-94.450273,390.4,2013/07/27,10:44:37
178,48.015693,-94.450265,390.4,2013/07/27,10:44:57
179,48.014759,-94.450259,389.9,2013/07/27,10:45:13
180,48.013726,-94.450260,390.4,2013/07/27,10:45:31
181,48.012604,-94.450259,390.9,2013/07/27,10:45:50
182,48.011581,-94.450258,390.9,2013/07/27,10:46:07
183,48.010575,-94.450252,390.9,2013/07/27,10:46:25
184,48.009623,-94.450240,391.4,2013/07/27,10:46:42
185,48.008698,-94.450223,392.4,2013/07/27,10:46:59
186,48.007777,-94.450218,392.4,2013/07/27,10:47:14
187,48.006982,-94.450214,393.3,2013/07/27,10:47:28
188,48.006108,-94.450224,393.8,2013/07/27,10:47:44
189,48.005036,-94.450216,393.8,2013/07/27,10:48:03
190,48.004089,-94.450213,393.8,2013/07/27,10:48:20
191,48.003106,-94.450205,394.3,2013/07/27,10:48:37
192,48.002087,-94.450198,394.8,2013/07/27,10:48:54
193,48.000911,-94.450196,394.8,2013/07/27,10:49:13
194,47.999873,-94.450185,395.2,2013/07/27,10:49:29
195,47.999065,-94.450192,395.2,2013/07/27,10:49:43
196,47.998182,-94.450182,394.8,2013/07/27,10:49:58
197,47.997327,-94.450179,395.2,2013/07/27,10:50:13
198,47.996485,-94.450175,395.7,2013/07/27,10:50:27
199,47.995382,-94.450161,396.2,2013/07/27,10:50:44
200,47.994274,-94.450156,397.2,2013/07/27,10:51:02
201,47.993749,-94.450156,397.2,2013/07/27,10:51:11
202,47.992840,-94.450155,397.6,2013/07/27,10:51:27
203,47.991978,-94.450148,397.6,2013/07/27,10:51:41
204,47.990882,-94.450142,397.2,2013/07/27,10:51:57
205,47.989825,-94.450140,398.1,2013/07/27,10:52:13
206,47.988727,-94.450140,399.1,2013/07/27,10:52:32
207,47.987973,-94.450103,400.1,2013/07/27,10:52:45
208,47.987623,-94.450122,400.1,2013/07/27,10:52:51
209,47.986678,-94.450123,401.5,2013/07/27,10:53:07
210,47.985822,-94.450121,402.4,2013/07/27,10:53:23
211,47.985077,-94.450123,402.9,2013/07/27,10:53:37
212,47.984168,-94.450117,404.4,2013/07/27,10:53:53
213,47.983266,-94.450114,405.3,2013/07/27,10:54:09
214,47.982396,-94.450108,406.8,2013/07/27,10:54:25
215,47.981463,-94.450104,408.2,2013/07/27,10:54:43
216,47.981219,-94.450094,408.2,2013/07/27,10:54:48
217,47.981120,-94.450092,408.7,2013/07/27,10:54:50
218,47.980370,-94.450091,410.6,2013/07/27,10:55:04
219,47.979445,-94.450092,411.1,2013/07/27,10:55:20
220,47.978495,-94.450085,412.1,2013/07/27,10:55:36
221,47.977408,-94.450086,412.1,2013/07/27,10:55:53
222,47.976672,-94.450074,412.5,2013/07/27,10:56:05
223,47.975699,-94.450067,413.0,2013/07/27,10:56:21
224,47.975109,-94.450059,414.0,2013/07/27,10:56:31
225,47.974190,-94.450056,414.5,2013/07/27,10:56:47
226,47.973147,-94.450040,414.5,2013/07/27,10:57:05
227,47.972181,-94.450049,415.4,2013/07/27,10:57:22
228,47.971223,-94.450038,415.9,2013/07/27,10:57:39
229,47.970480,-94.450031,415.9,2013/07/27,10:57:52
230,47.969581,-94.450020,416.9,2013/07/27,10:58:08
231,47.968678,-94.450029,417.8,2013/07/27,10:58:24
232,47.967499,-94.450023,417.4,2013/07/27,10:58:42
233,47.966321,-94.450003,416.9,2013/07/27,10:58:59
234,47.964988,-94.449989,416.4,2013/07/27,10:59:19
235,47.964153,-94.449986,416.4,2013/07/27,10:59:33
236,47.963150,-94.449998,417.4,2013/07/27,10:59:50
237,47.962793,-94.449996,416.9,2013/07/27,10:59:56
238,47.961848,-94.449986,417.4,2013/07/27,11:00:12
239,47.960714,-94.449977,417.8,2013/07/27,11:00:31
240,47.959590,-94.449968,417.8,2013/07/27,11:00:50
241,47.958322,-94.449970,418.8,2013/07/27,11:01:10
242,47.957331,-94.449955,418.8,2013/07/27,11:01:25
243,47.956954,-94.449962,418.8,2013/07/27,11:01:31
244,47.955861,-94.449946,419.3,2013/07/27,11:01:49
245,47.954726,-94.449946,419.3,2013/07/27,11:02:08
246,47.953526,-94.449916,419.3,2013/07/27,11:02:27
247,47.952698,-94.449816,418.8,2013/07/27,11:02:40
248,47.951390,-94.449588,418.3,2013/07/27,11:02:58
249,47.950099,-94.449339,418.3,2013/07/27,11:03:15
250,47.948991,-94.449118,418.3,2013/07/27,11:03:31
251,47.947824,-94.448898,417.8,2013/07/27,11:03:49
252,47.946673,-94.448731,418.3,2013/07/27,11:04:06
253,47.945260,-94.448712,419.8,2013/07/27,11:04:28
254,47.944380,-94.448702,420.2,2013/07/27,11:04:43
255,47.943411,-94.448700,420.2,2013/07/27,11:04:59
256,47.942438,-94.448702,420.2,2013/07/27,11:05:15
257,47.941629,-94.448693,420.2,2013/07/27,11:05:29
258,47.940752,-94.448686,420.2,2013/07/27,11:05:44
259,47.939724,-94.448650,420.7,2013/07/27,11:06:01
260,47.938697,-94.448635,421.2,2013/07/27,11:06:18
261,47.937721,-94.448611,421.2,2013/07/27,11:06:34
262,47.937600,-94.448618,421.2,2013/07/27,11:06:36
263,47.936441,-94.448616,421.7,2013/07/27,11:06:54
264,47.935476,-94.448594,422.6,2013/07/27,11:07:09
265,47.934447,-94.448506,423.1,2013/07/27,11:07:26
266,47.933521,-94.448327,423.1,2013/07/27,11:07:42
267,47.932450,-94.448012,424.1,2013/07/27,11:08:00
268,47.932215,-94.447916,424.6,2013/07/27,11:08:04
269,47.931992,-94.447815,424.6,2013/07/27,11:08:08
270,47.931190,-94.447491,424.6,2013/07/27,11:08:22
271,47.930161,-94.446936,424.1,2013/07/27,11:08:38
272,47.928995,-94.446162,423.1,2013/07/27,11:08:57
273,47.927856,-94.445405,423.1,2013/07/27,11:09:16
274,47.926719,-94.444783,424.1,2013/07/27,11:09:35
275,47.925666,-94.444319,424.1,2013/07/27,11:09:52
276,47.924507,-94.443952,423.1,2013/07/27,11:10:09
277,47.923186,-94.443698,422.2,2013/07/27,11:10:27
278,47.922102,-94.443577,420.2,2013/07/27,11:10:42
279,47.920770,-94.443431,418.8,2013/07/27,11:11:00
280,47.919429,-94.443300,416.4,2013/07/27,11:11:17
281,47.917590,-94.443106,414.0,2013/07/27,11:11:38
282,47.915906,-94.442925,413.0,2013/07/27,11:11:58
283,47.914605,-94.442797,414.5,2013/07/27,11:12:16
284,47.913577,-94.442688,414.9,2013/07/27,11:12:31
285,47.912407,-94.442567,415.4,2013/07/27,11:12:50
286,47.911358,-94.442467,415.4,2013/07/27,11:13:06
287,47.909805,-94.442310,416.4,2013/07/27,11:13:28
288,47.908966,-94.442217,415.4,2013/07/27,11:13:42
289,47.908046,-94.442117,416.9,2013/07/27,11:13:59
290,47.907943,-94.442109,416.9,2013/07/27,11:14:01
291,47.907048,-94.442021,418.8,2013/07/27,11:14:18
292,47.906263,-94.441941,419.3,2013/07/27,11:14:33
293,47.905312,-94.441838,419.8,2013/07/27,11:14:50
294,47.904120,-94.441719,420.2,2013/07/27,11:15:09
295,47.903031,-94.441597,419.8,2013/07/27,11:15:26
296,47.901818,-94.441467,419.8,2013/07/27,11:15:44
297,47.900786,-94.441361,418.8,2013/07/27,11:16:00
298,47.899562,-94.441233,419.3,2013/07/27,11:16:20
299,47.898526,-94.441119,419.8,2013/07/27,11:16:36
300,47.897601,-94.441028,418.3,2013/07/27,11:16:51
301,47.896420,-94.440899,419.3,2013/07/27,11:17:10
302,47.895293,-94.440787,419.3,2013/07/27,11:17:27
303,47.894108,-94.440672,418.8,2013/07/27,11:17:44
304,47.892835,-94.440541,419.3,2013/07/27,11:18:03
305,47.891573,-94.440390,419.3,2013/07/27,11:18:22
306,47.890400,-94.440273,419.8,2013/07/27,11:18:40
307,47.889020,-94.440124,419.8,2013/07/27,11:19:02
308,47.887840,-94.440017,419.8,2013/07/27,11:19:21
309,47.886901,-94.439904,420.2,2013/07/27,11:19:36
310,47.885512,-94.439771,420.2,2013/07/27,11:19:58
311,47.884072,-94.439633,420.2,2013/07/27,11:20:20
312,47.882830,-94.439552,418.8,2013/07/27,11:20:37
313,47.881526,-94.439473,417.4,2013/07/27,11:20:54
314,47.879768,-94.439371,417.4,2013/07/27,11:21:17
315,47.878586,-94.439287,419.3,2013/07/27,11:21:35
316,47.877330,-94.439200,420.2,2013/07/27,11:21:55
317,47.876224,-94.439144,421.2,2013/07/27,11:22:13
318,47.875149,-94.439094,422.2,2013/07/27,11:22:31
319,47.875093,-94.439098,422.2,2013/07/27,11:22:32
320,47.874394,-94.439026,422.2,2013/07/27,11:22:45
321,47.874190,-94.438660,422.6,2013/07/27,11:22:53
322,47.874208,-94.438277,423.6,2013/07/27,11:23:01
323,47.874193,-94.438231,422.6,2013/07/27,11:23:12
324,47.874193,-94.438231,423.1,2013/07/27,11:23:38
325,47.874193,-94.438232,423.6,2013/07/27,11:23:59
326,47.874206,-94.438211,422.6,2013/07/27,11:24:30
327,47.874221,-94.437912,422.6,2013/07/27,11:24:40
328,47.874267,-94.437065,423.6,2013/07/27,11:24:55
329,47.874273,-94.436928,423.6,2013/07/27,11:24:57
330,47.874312,-94.435846,423.1,2013/07/27,11:25:12
331,47.874364,-94.434595,422.6,2013/07/27,11:25:28
332,47.874425,-94.433281,423.1,2013/07/27,11:25:44
333,47.874486,-94.431595,421.7,2013/07/27,11:26:02
334,47.874556,-94.429914,420.2,2013/07/27,11:26:20
335,47.874564,-94.428611,420.7,2013/07/27,11:26:35
336,47.874427,-94.427171,420.7,2013/07/27,11:26:52
337,47.874150,-94.425819,420.2,2013/07/27,11:27:08
338,47.873743,-94.424555,420.7,2013/07/27,11:27:23
339,47.873082,-94.423156,419.8,2013/07/27,11:27:41
340,47.872206,-94.421803,419.8,2013/07/27,11:28:01
341,47.871489,-94.420738,420.2,2013/07/27,11:28:17
342,47.870634,-94.419460,422.2,2013/07/27,11:28:37
343,47.869964,-94.418449,421.7,2013/07/27,11:28:54
344,47.869063,-94.417066,423.1,2013/07/27,11:29:16
345,47.868421,-94.415812,423.1,2013/07/27,11:29:33
346,47.867904,-94.414319,422.6,2013/07/27,11:29:50
347,47.867852,-94.414138,422.6,2013/07/27,11:29:52
348,47.867556,-94.412565,422.6,2013/07/27,11:30:09
349,47.867435,-94.410981,422.6,2013/07/27,11:30:26
350,47.867444,-94.409564,422.6,2013/07/27,11:30:41
351,47.867446,-94.408157,425.0,2013/07/27,11:30:58
352,47.867451,-94.406842,426.5,2013/07/27,11:31:16
353,47.867459,-94.405503,427.0,2013/07/27,11:31:33
354,47.867466,-94.405267,427.9,2013/07/27,11:31:36
355,47.867462,-94.403727,427.4,2013/07/27,11:31:55
356,47.867463,-94.402269,428.4,2013/07/27,11:32:13
357,47.867479,-94.400849,429.4,2013/07/27,11:32:31
358,47.867478,-94.399371,427.9,2013/07/27,11:32:48
359,47.867477,-94.399067,427.4,2013/07/27,11:32:51
360,47.867466,-94.397688,426.0,2013/07/27,11:33:04
361,47.867473,-94.396141,427.4,2013/07/27,11:33:22
362,47.867497,-94.394700,427.9,2013/07/27,11:33:39
363,47.867502,-94.393179,428.4,2013/07/27,11:33:57
364,47.867510,-94.391918,429.9,2013/07/27,11:34:13
365,47.867516,-94.390504,430.3,2013/07/27,11:34:31
366,47.867534,-94.389118,430.3,2013/07/27,11:34:48
367,47.867536,-94.387449,430.3,2013/07/27,11:35:08
368,47.867543,-94.386105,430.3,2013/07/27,11:35:24
369,47.867557,-94.384767,431.3,2013/07/27,11:35:41
370,47.867557,-94.384625,431.8,2013/07/27,11:35:43
371,47.867565,-94.383266,430.8,2013/07/27,11:36:00
372,47.867577,-94.382163,431.8,2013/07/27,11:36:14
373,47.867568,-94.381925,431.8,2013/07/27,11:36:17
374,47.867579,-94.380746,433.2,2013/07/27,11:36:32
375,47.867550,-94.379533,433.2,2013/07/27,11:36:47
376,47.867523,-94.379198,433.2,2013/07/27,11:36:51
377,47.867348,-94.377754,433.2,2013/07/27,11:37:08
378,47.866996,-94.376170,432.3,2013/07/27,11:37:27
379,47.866582,-94.374801,431.8,2013/07/27,11:37:44
380,47.866234,-94.373687,431.8,2013/07/27,11:37:58
381,47.865787,-94.372267,431.3,2013/07/27,11:38:16
382,47.865356,-94.370880,432.3,2013/07/27,11:38:33
383,47.864855,-94.369300,432.3,2013/07/27,11:38:52
384,47.864450,-94.367964,432.3,2013/07/27,11:39:08
385,47.864059,-94.366771,432.3,2013/07/27,11:39:23
386,47.863647,-94.365434,432.3,2013/07/27,11:39:40
387,47.863294,-94.364307,433.2,2013/07/27,11:39:56
388,47.862907,-94.363058,433.7,2013/07/27,11:40:14
389,47.862462,-94.361658,434.2,2013/07/27,11:40:32
390,47.861991,-94.360137,434.2,2013/07/27,11:40:50
391,47.861590,-94.358929,434.6,2013/07/27,11:41:05
392,47.861143,-94.357493,434.2,2013/07/27,11:41:22
393,47.860736,-94.356190,434.2,2013/07/27,11:41:38
394,47.860319,-94.354838,433.7,2013/07/27,11:41:54
395,47.859843,-94.353322,434.6,2013/07/27,11:42:13
396,47.859820,-94.353247,434.6,2013/07/27,11:42:14
397,47.859424,-94.351998,436.6,2013/07/27,11:42:32
398,47.859286,-94.351567,436.1,2013/07/27,11:42:39
399,47.859009,-94.350657,438.0,2013/07/27,11:42:52
400,47.858926,-94.350382,437.5,2013/07/27,11:42:56
401,47.858525,-94.349110,438.5,2013/07/27,11:43:14
402,47.858104,-94.347746,438.5,2013/07/27,11:43:31
403,47.857717,-94.346534,438.5,2013/07/27,11:43:46
404,47.857314,-94.345249,438.5,2013/07/27,11:44:01
405,47.856870,-94.343825,438.0,2013/07/27,11:44:17
406,47.856463,-94.342578,438.5,2013/07/27,11:44:32
407,47.856009,-94.341758,439.0,2013/07/27,11:44:44
408,47.855981,-94.341103,439.9,2013/07/27,11:44:52
409,47.856014,-94.341031,439.0,2013/07/27,11:44:53
410,47.856612,-94.339695,437.1,2013/07/27,11:45:12
411,47.857159,-94.338214,436.1,2013/07/27,11:45:31
412,47.857712,-94.336654,435.1,2013/07/27,11:45:51
413,47.858345,-94.334863,433.7,2013/07/27,11:46:13
414,47.858900,-94.333296,431.8,2013/07/27,11:46:33
415,47.859288,-94.332190,431.3,2013/07/27,11:46:49
416,47.859360,-94.331990,431.8,2013/07/27,11:46:52
417,47.859847,-94.330602,431.8,2013/07/27,11:47:13
418,47.860101,-94.329908,431.8,2013/07/27,11:47:24
419,47.860207,-94.329602,431.8,2013/07/27,11:47:29
420,47.860647,-94.328380,433.2,2013/07/27,11:47:49
421,47.861079,-94.327261,432.7,2013/07/27,11:48:08
422,47.861392,-94.326475,433.2,2013/07/27,11:48:21
423,47.861534,-94.326154,434.2,2013/07/27,11:48:27
424,47.861556,-94.326099,433.7,2013/07/27,11:48:28
425,47.861940,-94.325225,434.6,2013/07/27,11:48:45
426,47.862362,-94.324285,437.1,2013/07/27,11:49:03
427,47.862686,-94.323555,437.5,2013/07/27,11:49:18
428,47.863056,-94.322721,437.5,2013/07/27,11:49:35
429,47.863419,-94.321922,438.0,2013/07/27,11:49:52
430,47.863669,-94.321383,439.0,2013/07/27,11:50:03
431,47.864120,-94.320414,441.4,2013/07/27,11:50:23
432,47.864491,-94.319633,442.3,2013/07/27,11:50:39
433,47.864538,-94.319540,441.9,2013/07/27,11:50:41
434,47.864997,-94.318600,441.4,2013/07/27,11:51:00
435,47.865456,-94.317685,442.3,2013/07/27,11:51:19
436,47.865976,-94.316669,443.3,2013/07/27,11:51:39
437,47.866490,-94.315667,444.3,2013/07/27,11:51:58
438,47.867035,-94.314585,445.7,2013/07/27,11:52:17
439,47.867182,-94.314281,445.7,2013/07/27,11:52:22
440,47.867321,-94.313983,446.2,2013/07/27,11:52:27
441,47.867772,-94.312854,446.2,2013/07/27,11:52:45
442,47.867911,-94.312460,444.8,2013/07/27,11:52:51
443,47.868376,-94.310916,446.7,2013/07/27,11:53:13
444,47.868481,-94.310475,447.6,2013/07/27,11:53:19
445,47.868750,-94.309263,446.2,2013/07/27,11:53:36
446,47.869066,-94.307866,445.2,2013/07/27,11:53:55
447,47.869229,-94.307106,445.2,2013/07/27,11:54:05
448,47.869335,-94.306623,444.8,2013/07/27,11:54:11
449,47.869640,-94.305245,443.8,2013/07/27,11:54:28
450,47.869933,-94.303922,443.3,2013/07/27,11:54:45
451,47.870259,-94.302455,443.3,2013/07/27,11:55:03
452,47.870519,-94.301322,443.3,2013/07/27,11:55:17
453,47.870803,-94.299994,442.3,2013/07/27,11:55:34
454,47.871096,-94.298634,441.9,2013/07/27,11:55:52
455,47.871358,-94.297320,442.3,2013/07/27,11:56:09
456,47.871607,-94.296033,442.3,2013/07/27,11:56:26
457,47.871877,-94.294530,442.3,2013/07/27,11:56:45
458,47.872119,-94.293041,442.8,2013/07/27,11:57:04
459,47.872352,-94.291667,442.8,2013/07/27,11:57:22
460,47.872651,-94.290235,443.3,2013/07/27,11:57:41
461,47.873004,-94.289035,444.3,2013/07/27,11:57:58
462,47.873138,-94.288632,443.3,2013/07/27,11:58:04
463,47.873289,-94.288229,444.3,2013/07/27,11:58:11
464,47.873528,-94.287655,443.8,2013/07/27,11:58:21
465,47.874078,-94.286542,443.3,2013/07/27,11:58:41
